,CustomerID,Country,Recency,Frequency,Monetary,Klaster
102,12461.0,Switzerland,93,35,149.06,0
103,12462.0,Spain,1,72,332.42,2
104,12463.0,Belgium,45,88,269.91,8
105,12464.0,Belgium,9,29,343.15,2
106,12465.0,Belgium,7,51,138.02,2
107,12468.0,Germany,142,40,139.07,6
112,12475.0,Germany,53,36,105.88,9
115,12478.0,Greece,3,36,163.36,2
116,12479.0,Germany,3,35,91.42999999999999,11
117,12480.0,Germany,27,154,482.7,8
119,12483.0,Sweden,16,81,484.21000000000004,4
121,12488.0,France,9,55,205.41,2
124,12491.0,France,38,26,87.8,9
125,12492.0,Germany,62,20,66.95,12
126,12493.0,France,165,23,111.75,5
127,12494.0,France,9,84,351.94,4
128,12497.0,Germany,81,14,28.84,10
129,12498.0,Germany,20,23,96.55,9
130,12500.0,Germany,22,65,381.95,8
131,12501.0,Germany,314,160,387.32,6
134,12504.0,Germany,17,15,141.7,3
135,12505.0,Italy,300,1,4.5,1
136,12506.0,France,232,23,73.5,5
137,12507.0,Spain,133,23,106.37,12
138,12508.0,France,25,68,118.32000000000001,0
139,12509.0,France,283,7,38.95,1
140,12510.0,Spain,142,33,140.69,5
141,12512.0,Israel,65,31,81.85,12
142,12513.0,France,84,36,80.57,12
143,12514.0,Italy,266,51,168.14,6
145,12516.0,Germany,77,26,70.87,12
147,12518.0,Germany,0,124,351.81,4
148,12519.0,Germany,63,17,52.59,12
149,12520.0,Germany,78,155,526.09,14
150,12521.0,Germany,142,38,113.84,6
151,12522.0,Germany,38,12,60.010000000000005,3
152,12523.0,France,1,110,567.36,4
153,12524.0,Germany,8,144,420.06,4
154,12526.0,Germany,0,71,238.12,2
155,12527.0,Germany,81,18,52.730000000000004,12
156,12528.0,Germany,8,95,512.34,4
157,12530.0,Germany,59,68,264.47,0
158,12531.0,Germany,14,17,64.76,11
159,12532.0,France,29,16,59.17,3
160,12534.0,Germany,130,63,191.23,0
161,12535.0,France,91,34,151.35,0
163,12538.0,Spain,28,21,76.51,9
166,12541.0,Spain,29,52,188.02,0
167,12544.0,Spain,29,20,82.27000000000001,9
168,12545.0,Spain,74,50,201.19,0
169,12546.0,Spain,46,70,222.0,0
170,12547.0,Spain,197,8,63.6,13
171,12548.0,Spain,165,5,33.6,1
172,12550.0,Spain,78,57,176.15,0
174,12552.0,Italy,38,20,182.31,9
175,12553.0,France,7,196,617.78,4
176,12556.0,Spain,49,119,319.64,8
177,12557.0,Spain,15,33,71.83,11
178,12558.0,USA,1,22,27.5,11
179,12559.0,Germany,310,22,87.28,5
180,12560.0,Germany,4,111,315.8,4
181,12561.0,Germany,302,16,47.43,1
182,12562.0,France,7,168,535.62,4
183,12564.0,France,260,21,117.1,5
184,12565.0,Saudi Arabia,281,10,24.11,1
185,12566.0,Germany,72,20,79.12,12
188,12571.0,France,39,34,44.9,9
189,12572.0,Germany,8,62,269.37,2
190,12573.0,France,226,28,58.7,5
191,12574.0,France,315,11,57.2,13
192,12576.0,Poland,35,89,214.55,8
193,12577.0,France,34,147,263.87,8
194,12578.0,Italy,20,120,373.0,8
195,12579.0,France,72,31,116.77,0
196,12580.0,Germany,246,24,62.58,5
197,12581.0,Germany,39,15,43.39,7
198,12582.0,Finland,238,22,115.1,5
201,12585.0,Germany,233,97,339.25,6
202,12586.0,Italy,16,12,54.6,3
203,12587.0,Finland,7,4,46.24,7
204,12588.0,Finland,38,10,95.8,3
205,12589.0,France,28,35,157.6,9
207,12591.0,Italy,316,26,98.3,5
208,12592.0,Germany,91,18,59.599999999999994,12
209,12593.0,France,108,21,55.7,12
210,12594.0,Italy,37,119,374.73,8
211,12596.0,Spain,50,27,118.95,9
213,12598.0,France,9,133,376.07,4
214,12599.0,France,28,62,185.77,0
215,12600.0,Germany,28,65,368.32,8
216,12601.0,Germany,189,29,189.81,5
217,12602.0,France,58,12,23.65,10
218,12603.0,Germany,21,3,28.95,7
219,12604.0,France,78,16,41.46,10
221,12607.0,USA,57,202,435.86,14
222,12609.0,Germany,77,60,211.07,0
223,12610.0,Italy,22,111,545.77,8
224,12611.0,Italy,51,65,173.88,0
225,12612.0,Germany,57,21,94.24000000000001,12
226,12613.0,Germany,30,163,477.71,8
227,12614.0,Germany,277,20,112.2,5
228,12615.0,France,1,105,324.41,4
229,12616.0,France,84,36,145.95,0
230,12617.0,France,28,41,79.08,9
231,12618.0,Italy,21,11,73.02000000000001,3
233,12620.0,France,14,92,197.6,2
235,12622.0,Germany,231,11,63.13,13
236,12623.0,Germany,275,18,47.32,1
237,12624.0,France,105,38,147.14,0
238,12625.0,Germany,211,91,210.64,6
241,12628.0,Germany,3,43,158.14,2
242,12630.0,Finland,9,64,287.13,2
243,12631.0,Finland,56,31,140.65,0
244,12633.0,Germany,58,103,327.28000000000003,14
245,12635.0,Germany,89,101,254.73,14
247,12638.0,Sweden,32,39,99.84,9
248,12639.0,Sweden,238,22,108.19999999999999,5
249,12640.0,France,23,53,303.0,8
250,12641.0,Sweden,114,10,69.64999999999999,10
251,12642.0,Germany,24,47,168.76,0
252,12643.0,France,127,24,124.50999999999999,0
253,12644.0,Germany,129,31,86.94,12
254,12645.0,Germany,33,74,192.26,0
255,12646.0,USA,4,45,107.42,11
257,12648.0,Germany,154,21,66.62,5
258,12649.0,Germany,106,33,86.91,12
259,12650.0,France,2,20,38.69,11
261,12652.0,France,321,51,144.52,6
262,12653.0,Israel,148,43,111.41,6
263,12654.0,Germany,10,38,167.98,2
264,12656.0,France,16,130,582.23,4
265,12657.0,France,10,56,284.53,2
266,12658.0,Germany,18,36,148.12,2
267,12659.0,France,29,5,26.54,7
268,12660.0,France,10,13,50.25,3
270,12664.0,Finland,7,38,428.14,2
271,12665.0,Germany,324,4,21.75,1
273,12667.0,Finland,57,33,119.6,0
274,12668.0,Germany,6,168,571.84,4
276,12670.0,France,9,94,301.0,4
277,12672.0,France,329,10,37.9,1
278,12673.0,Germany,4,42,122.99000000000001,2
279,12674.0,France,11,90,287.73,4
280,12676.0,Sweden,24,45,316.27,8
282,12679.0,France,51,56,215.13,0
283,12680.0,France,0,52,189.17,2
287,12684.0,France,7,105,266.28,4
288,12685.0,France,27,157,482.15,8
291,12689.0,France,25,72,205.34,0
292,12690.0,France,205,16,88.42999999999999,13
293,12691.0,France,27,32,161.15,9
294,12693.0,Germany,120,41,225.87,0
295,12694.0,France,69,37,144.36,0
296,12695.0,France,6,27,129.21,2
297,12697.0,Sweden,20,43,210.67,0
299,12701.0,Germany,79,53,163.81,0
300,12702.0,Germany,19,12,65.3,3
301,12703.0,Germany,63,22,58.35,12
302,12704.0,Finland,6,90,645.7,4
304,12707.0,France,291,33,106.81,5
307,12710.0,Germany,96,79,227.77,14
309,12713.0,Germany,0,38,95.13,11
311,12715.0,Sweden,105,20,69.34,12
312,12716.0,France,3,69,183.94,2
313,12717.0,Greece,150,56,306.85,6
314,12718.0,France,70,19,51.72,12
315,12719.0,France,4,42,149.5,2
317,12721.0,France,31,164,509.48,8
318,12722.0,France,84,57,251.27,0
319,12723.0,France,3,69,220.96,2
320,12724.0,France,4,53,197.22,2
322,12726.0,France,27,124,261.23,8
323,12727.0,France,10,141,466.43,4
324,12728.0,France,70,46,214.79,0
325,12729.0,France,113,26,96.24000000000001,12
327,12732.0,France,179,12,42.27,1
328,12733.0,USA,233,22,74.2,5
330,12735.0,France,314,43,232.89999999999998,6
333,12739.0,United Arab Emirates,77,38,152.32,0
334,12740.0,France,63,27,56.0,12
337,12747.0,United Kingdom,1,103,449.89,4
340,12750.0,Poland,128,15,69.3,10
341,12752.0,Norway,80,53,121.59,0
343,12754.0,Japan,235,65,132.5,6
344,12755.0,Japan,249,6,40.199999999999996,1
345,12756.0,Japan,86,4,2.9699999999999998,10
347,12758.0,Portugal,116,97,164.96,14
348,12759.0,Netherlands,51,95,305.47,8
349,12762.0,Portugal,7,69,188.79,2
350,12763.0,Japan,137,18,31.89,10
351,12764.0,Lebanon,316,45,242.44,6
353,12769.0,Brazil,238,32,142.6,5
354,12770.0,Japan,210,12,31.5,1
355,12772.0,Portugal,59,55,203.54,0
356,12775.0,Netherlands,16,67,257.57,2
357,12778.0,Netherlands,19,51,193.47,2
358,12779.0,Poland,20,159,586.61,8
359,12781.0,Czech Republic,20,30,88.15,9
360,12782.0,Portugal,4,107,405.36,4
362,12784.0,Portugal,8,57,161.13,2
363,12785.0,Portugal,2,15,69.67999999999999,3
364,12787.0,Netherlands,9,20,79.96000000000001,11
365,12789.0,Netherlands,64,4,91.85,10
366,12790.0,Netherlands,191,21,82.92,5
368,12792.0,Portugal,256,25,87.74,5
370,12794.0,Portugal,52,45,93.47,9
371,12795.0,Portugal,18,14,107.73,3
373,12798.0,Japan,9,8,8.379999999999999,7
374,12802.0,Netherlands,183,26,64.25,5
375,12808.0,Portugal,36,28,113.29,9
376,12809.0,Portugal,167,26,115.18,5
377,12811.0,Portugal,260,31,127.8,5
378,12812.0,Japan,44,15,31.03,7
379,12814.0,Poland,101,2,41.79,10
380,12815.0,Poland,147,47,253.87,6
381,12816.0,Poland,95,29,256.15,0
382,12817.0,Austria,280,4,48.29,13
383,12818.0,Austria,177,16,101.77,13
384,12820.0,United Kingdom,2,59,112.38,2
385,12821.0,United Kingdom,213,6,14.99,1
386,12822.0,United Kingdom,70,47,138.81,0
387,12823.0,United Kingdom,74,5,38.25,10
388,12824.0,United Kingdom,59,25,63.39,12
389,12826.0,United Kingdom,2,94,180.37,2
390,12827.0,United Kingdom,5,25,71.7,11
391,12828.0,United Kingdom,2,56,173.04,2
392,12829.0,United Kingdom,321,12,154.0,13
393,12830.0,United Kingdom,37,39,107.52,9
394,12831.0,United Kingdom,261,9,27.6,1
395,12832.0,United Kingdom,31,27,79.08,9
396,12833.0,United Kingdom,144,24,130.59,5
397,12834.0,United Kingdom,282,18,88.09,5
399,12837.0,United Kingdom,172,12,80.95,13
400,12838.0,United Kingdom,33,120,276.64,8
402,12840.0,United Kingdom,143,116,237.56,6
404,12842.0,United Kingdom,69,34,147.23000000000002,0
405,12843.0,United Kingdom,65,108,368.41,14
406,12844.0,United Kingdom,28,52,136.82,0
407,12845.0,United Kingdom,266,27,75.34,5
408,12847.0,United Kingdom,21,84,114.74,8
409,12849.0,United Kingdom,30,48,140.37,0
410,12851.0,United Kingdom,96,47,93.96,12
411,12852.0,United Kingdom,289,20,70.9,5
412,12853.0,United Kingdom,107,84,357.54,14
413,12854.0,United Kingdom,78,114,332.31,14
416,12857.0,United Kingdom,210,46,190.55,6
417,12863.0,United Kingdom,51,6,25.37,7
418,12864.0,United Kingdom,137,3,1.97,10
419,12865.0,Austria,25,96,296.74,8
420,12866.0,Belgium,282,26,114.81,5
422,12868.0,United Kingdom,185,107,279.45,6
424,12871.0,United Kingdom,83,11,23.22,10
425,12872.0,United Kingdom,326,66,164.71,6
426,12873.0,United Kingdom,281,4,16.15,1
427,12875.0,United Kingdom,142,2,0.34,1
428,12876.0,Belgium,57,85,191.63,14
429,12877.0,United Kingdom,3,154,292.43,4
430,12878.0,United Kingdom,17,49,98.03,11
431,12879.0,United Kingdom,44,12,24.22,7
432,12881.0,United Kingdom,275,7,230.8,13
433,12882.0,United Kingdom,8,13,83.69,3
434,12883.0,United Kingdom,24,42,248.93,8
435,12884.0,United Kingdom,87,7,111.89,13
436,12885.0,United Kingdom,62,72,272.06,0
437,12886.0,United Kingdom,67,86,322.07,14
438,12888.0,United Kingdom,213,7,41.53,1
439,12890.0,United Kingdom,23,79,144.91,8
440,12891.0,United Kingdom,185,3,1.1,1
441,12893.0,United Kingdom,30,31,68.53,9
442,12895.0,United Kingdom,41,24,79.4,9
443,12897.0,United Kingdom,204,4,10.8,1
444,12901.0,United Kingdom,8,125,189.19,2
445,12902.0,United Kingdom,264,10,56.19,13
446,12904.0,United Kingdom,17,71,220.43,2
447,12906.0,United Kingdom,11,63,160.77,2
448,12908.0,United Kingdom,58,4,2.09,10
449,12909.0,United Kingdom,39,96,642.61,8
450,12910.0,United Kingdom,22,75,156.96,0
451,12912.0,United Kingdom,2,24,65.26,11
452,12913.0,United Kingdom,4,50,146.24,2
453,12915.0,United Kingdom,148,22,149.35,5
454,12916.0,United Kingdom,138,105,433.35,14
455,12917.0,United Kingdom,127,2,9.9,10
456,12919.0,United Kingdom,7,52,144.12,2
457,12920.0,United Kingdom,16,27,106.1,11
459,12922.0,United Kingdom,160,28,45.58,1
460,12923.0,United Kingdom,63,28,81.01,12
461,12924.0,United Kingdom,87,31,99.4,12
462,12925.0,United Kingdom,4,45,103.96,11
463,12928.0,United Kingdom,34,84,163.18,8
464,12929.0,United Kingdom,121,9,69.7,10
465,12930.0,United Kingdom,77,27,80.77,12
466,12931.0,United Kingdom,21,102,175.53,8
467,12933.0,United Kingdom,23,107,281.83,8
468,12935.0,United Kingdom,1,130,266.42,4
469,12936.0,United Kingdom,16,63,128.61,2
470,12937.0,United Kingdom,14,120,284.6,4
471,12938.0,United Kingdom,25,9,11.44,7
472,12939.0,United Kingdom,63,47,112.96000000000001,0
473,12940.0,United Kingdom,45,100,405.9,8
474,12942.0,United Kingdom,130,70,302.04,0
475,12943.0,United Kingdom,300,1,3.75,1
476,12944.0,United Kingdom,35,30,95.66,9
477,12945.0,United Kingdom,287,23,113.85,5
478,12947.0,United Kingdom,143,103,438.96999999999997,6
479,12948.0,United Kingdom,15,118,347.7,4
480,12949.0,United Kingdom,30,219,625.61,8
481,12950.0,United Kingdom,1,23,31.95,11
482,12951.0,United Kingdom,8,65,204.63,2
483,12952.0,United Kingdom,5,80,325.9,4
484,12953.0,United Kingdom,9,17,113.0,2
485,12955.0,United Kingdom,0,183,310.94,4
486,12956.0,United Kingdom,305,19,82.94,5
488,12962.0,United Kingdom,6,16,47.77,7
489,12963.0,United Kingdom,7,96,314.96,4
490,12965.0,United Kingdom,88,108,397.26,14
491,12966.0,United Kingdom,9,10,34.230000000000004,7
492,12967.0,United Kingdom,2,33,189.59,2
493,12968.0,United Kingdom,111,5,16.45,10
494,12970.0,United Kingdom,6,129,277.84,4
496,12974.0,United Kingdom,197,8,61.6,13
497,12976.0,United Kingdom,211,22,33.76,1
498,12977.0,United Kingdom,155,9,38.07,1
499,12980.0,United Kingdom,155,24,396.03000000000003,6
500,12981.0,United Kingdom,29,20,32.47,9
501,12982.0,United Kingdom,239,34,59.28,5
502,12984.0,United Kingdom,18,4,15.4,7
503,12985.0,United Kingdom,0,78,145.84,2
504,12987.0,United Kingdom,73,30,184.8,0
505,12988.0,United Kingdom,291,83,355.39,6
506,12989.0,United Kingdom,2,68,213.11,2
507,12990.0,United Kingdom,30,13,26.65,7
508,12991.0,United Kingdom,22,31,71.51,9
509,12993.0,United Kingdom,22,27,57.72,9
510,12994.0,United Kingdom,3,73,304.81,2
511,12995.0,United Kingdom,77,5,7.99,10
512,12997.0,United Kingdom,21,67,211.21,0
513,12999.0,United Kingdom,195,28,71.38,5
514,13000.0,United Kingdom,106,31,93.39,12
516,13002.0,United Kingdom,317,7,19.75,1
517,13003.0,United Kingdom,105,6,13.5,10
519,13005.0,United Kingdom,173,29,157.9,5
520,13006.0,United Kingdom,55,4,21.18,10
521,13008.0,United Kingdom,322,15,25.13,1
523,13012.0,United Kingdom,8,106,357.65,4
525,13014.0,United Kingdom,2,124,649.72,4
527,13016.0,United Kingdom,72,47,149.14,0
528,13017.0,United Kingdom,6,1,4.25,7
530,13021.0,United Kingdom,3,134,509.5,4
531,13023.0,United Kingdom,63,40,182.1,0
532,13026.0,United Kingdom,0,43,36.69,11
533,13027.0,United Kingdom,113,26,10.4,10
534,13028.0,United Kingdom,22,47,47.27,9
535,13029.0,United Kingdom,30,10,73.88,3
536,13030.0,United Kingdom,10,92,304.76,4
537,13032.0,United Kingdom,38,75,278.01,8
539,13034.0,United Kingdom,54,37,87.77,12
540,13035.0,United Kingdom,57,30,55.34,12
541,13037.0,United Kingdom,137,48,183.43,0
542,13038.0,United Kingdom,79,28,77.23,12
543,13040.0,United Kingdom,8,43,120.57000000000001,2
544,13043.0,United Kingdom,253,14,88.78999999999999,13
545,13044.0,United Kingdom,290,33,107.54,5
546,13045.0,United Kingdom,98,18,28.27,10
547,13046.0,United Kingdom,30,34,213.75,9
549,13048.0,United Kingdom,13,136,251.28,4
550,13049.0,United Kingdom,63,14,55.07,10
552,13052.0,United Kingdom,211,18,59.29,5
553,13055.0,United Kingdom,63,78,196.1,14
554,13058.0,United Kingdom,24,8,46.6,7
555,13059.0,United Kingdom,249,8,41.75,1
556,13060.0,United Kingdom,253,15,59.74,13
557,13061.0,United Kingdom,71,10,34.03,10
558,13062.0,United Kingdom,190,11,75.00999999999999,13
559,13064.0,United Kingdom,12,68,238.35999999999999,2
561,13066.0,United Kingdom,23,49,172.27,0
562,13067.0,United Kingdom,81,15,57.9,10
563,13068.0,United Kingdom,9,2,3.44,7
565,13070.0,United Kingdom,191,9,18.72,1
566,13072.0,United Kingdom,266,7,23.450000000000003,1
567,13075.0,United Kingdom,129,22,44.87,10
568,13077.0,United Kingdom,0,111,195.4,2
570,13079.0,United Kingdom,3,6,25.0,7
571,13080.0,United Kingdom,178,6,3.4699999999999998,1
573,13082.0,United Kingdom,125,75,220.02,0
574,13083.0,United Kingdom,3,18,61.32,11
575,13085.0,United Kingdom,157,29,100.88,5
578,13091.0,United Kingdom,20,24,25.41,9
579,13092.0,United Kingdom,70,26,127.69999999999999,0
580,13093.0,United Kingdom,266,170,583.51,6
581,13094.0,United Kingdom,20,30,38.31,9
582,13095.0,United Kingdom,70,6,4.16,10
585,13099.0,United Kingdom,98,1,0.72,10
586,13101.0,United Kingdom,233,8,23.74,1
588,13103.0,United Kingdom,39,8,31.74,7
589,13104.0,United Kingdom,2,20,43.43,11
590,13106.0,United Kingdom,128,2,8.5,10
591,13107.0,United Kingdom,43,60,107.76,9
593,13109.0,United Kingdom,2,50,135.24,2
596,13115.0,United Kingdom,8,132,343.84,4
597,13116.0,United Kingdom,116,31,151.6,0
598,13117.0,United Kingdom,21,76,185.01,0
599,13118.0,United Kingdom,19,82,291.41,4
600,13120.0,United Kingdom,238,1,2.55,1
601,13121.0,United Kingdom,268,53,88.64,5
602,13122.0,United Kingdom,93,55,145.01,0
604,13126.0,United Kingdom,4,142,315.92,4
605,13127.0,United Kingdom,77,15,43.28,10
606,13130.0,United Kingdom,93,2,4.5,10
607,13131.0,United Kingdom,22,46,154.10999999999999,0
608,13132.0,United Kingdom,261,3,14.8,1
609,13133.0,United Kingdom,273,7,37.4,1
610,13134.0,United Kingdom,72,105,328.79,14
611,13135.0,United Kingdom,196,1,0.72,1
612,13136.0,United Kingdom,49,139,410.31,8
614,13138.0,United Kingdom,21,63,177.76,0
615,13139.0,United Kingdom,15,174,607.41,4
616,13140.0,United Kingdom,107,45,134.39000000000001,0
617,13141.0,United Kingdom,84,136,300.28,14
618,13142.0,United Kingdom,18,23,68.93,11
620,13145.0,United Kingdom,39,7,311.51,3
621,13146.0,United Kingdom,25,17,34.46,9
622,13147.0,United Kingdom,9,4,19.8,7
624,13149.0,United Kingdom,13,86,247.84,4
625,13151.0,United Kingdom,202,75,424.76,6
626,13153.0,United Kingdom,5,15,19.17,7
627,13154.0,United Kingdom,143,1,611.86,13
628,13155.0,United Kingdom,32,85,247.52,8
629,13157.0,United Kingdom,48,89,166.45,8
630,13158.0,United Kingdom,94,79,158.84,14
631,13159.0,United Kingdom,8,121,326.24,4
632,13160.0,United Kingdom,21,4,12.1,7
633,13161.0,United Kingdom,312,8,38.9,1
634,13162.0,United Kingdom,121,81,118.08,14
635,13165.0,United Kingdom,45,42,33.64,9
636,13166.0,United Kingdom,281,42,99.3,5
637,13167.0,United Kingdom,18,65,191.64,2
638,13168.0,United Kingdom,35,128,408.65,8
639,13169.0,United Kingdom,63,13,49.17,10
640,13170.0,United Kingdom,26,30,47.28,9
641,13171.0,United Kingdom,7,48,227.65,2
642,13173.0,United Kingdom,3,43,113.81,2
644,13176.0,United Kingdom,45,67,188.63,0
645,13177.0,United Kingdom,64,17,59.75,12
647,13182.0,United Kingdom,44,11,7.54,7
648,13183.0,United Kingdom,7,94,191.07,2
649,13184.0,United Kingdom,14,181,336.29,4
650,13185.0,United Kingdom,267,1,5.95,1
651,13186.0,United Kingdom,39,84,268.89,8
653,13188.0,United Kingdom,10,2,19.15,7
654,13189.0,United Kingdom,18,29,11.36,11
655,13192.0,United Kingdom,94,63,165.60999999999999,0
656,13193.0,United Kingdom,60,25,77.44,12
657,13194.0,United Kingdom,135,3,7.95,10
658,13196.0,United Kingdom,10,110,275.86,4
660,13199.0,United Kingdom,3,120,316.25,4
661,13200.0,United Kingdom,18,46,155.28,2
662,13203.0,United Kingdom,9,57,131.33,2
663,13207.0,United Kingdom,14,8,18.330000000000002,7
664,13208.0,United Kingdom,58,149,343.18,14
666,13210.0,United Kingdom,93,22,33.26,10
667,13211.0,United Kingdom,9,55,78.07,11
668,13212.0,United Kingdom,8,142,538.07,4
669,13213.0,United Kingdom,56,92,246.39,14
670,13216.0,United Kingdom,267,5,7.24,1
671,13217.0,United Kingdom,121,7,16.150000000000002,10
672,13218.0,United Kingdom,126,5,4.6499999999999995,10
673,13220.0,United Kingdom,77,21,95.17,12
674,13221.0,United Kingdom,239,66,330.95,6
675,13223.0,United Kingdom,199,5,9.8,1
676,13224.0,United Kingdom,59,109,250.79,14
677,13225.0,United Kingdom,2,34,87.43,11
678,13226.0,United Kingdom,272,16,43.39,1
679,13227.0,United Kingdom,201,9,23.4,1
680,13228.0,United Kingdom,80,2,3.58,10
681,13229.0,United Kingdom,225,10,40.6,1
683,13232.0,United Kingdom,12,202,649.1,4
684,13233.0,United Kingdom,73,43,31.73,12
686,13236.0,United Kingdom,24,39,157.78,0
687,13238.0,United Kingdom,10,32,137.38,2
688,13239.0,United Kingdom,261,22,33.41,1
689,13240.0,United Kingdom,95,67,221.99,0
690,13242.0,United Kingdom,111,13,27.04,10
691,13243.0,United Kingdom,202,57,194.86,6
692,13244.0,United Kingdom,92,27,101.19,12
693,13245.0,United Kingdom,50,16,99.7,3
694,13246.0,United Kingdom,17,138,254.24,4
695,13247.0,United Kingdom,17,25,52.69,11
696,13248.0,United Kingdom,124,26,69.87,12
697,13249.0,United Kingdom,91,23,78.91,12
698,13253.0,United Kingdom,156,36,41.11,5
699,13255.0,United Kingdom,3,14,67.42999999999999,3
700,13256.0,United Kingdom,13,1,0.0,7
701,13258.0,United Kingdom,11,36,128.32,2
702,13259.0,United Kingdom,61,81,191.69,14
703,13260.0,United Kingdom,60,8,39.74,10
704,13261.0,United Kingdom,268,9,49.4,13
705,13262.0,United Kingdom,262,11,34.02,1
707,13265.0,United Kingdom,52,90,214.66,8
708,13266.0,United Kingdom,10,202,376.87,4
713,13271.0,United Kingdom,36,92,112.56,8
714,13272.0,United Kingdom,30,15,80.09,3
715,13273.0,United Kingdom,112,16,20.77,10
716,13276.0,United Kingdom,63,30,152.93,0
717,13277.0,United Kingdom,15,8,11.6,7
718,13278.0,United Kingdom,40,46,88.64,9
719,13279.0,United Kingdom,63,11,30.630000000000003,10
720,13280.0,United Kingdom,121,82,210.58,14
721,13282.0,United Kingdom,17,40,186.07,2
722,13283.0,United Kingdom,59,7,9.15,10
723,13284.0,United Kingdom,322,14,57.589999999999996,13
724,13285.0,United Kingdom,22,187,399.21999999999997,8
725,13291.0,United Kingdom,155,42,111.9,6
726,13292.0,United Kingdom,38,31,115.72999999999999,9
727,13294.0,United Kingdom,189,54,199.2,6
729,13296.0,United Kingdom,136,5,12.04,10
730,13297.0,United Kingdom,7,59,175.7,2
731,13298.0,United Kingdom,0,2,7.5,7
732,13299.0,United Kingdom,267,5,23.75,1
733,13300.0,United Kingdom,164,22,54.33,5
734,13301.0,United Kingdom,103,81,213.65,14
735,13302.0,United Kingdom,154,1,12.75,1
737,13305.0,United Kingdom,3,81,272.33,4
738,13307.0,United Kingdom,119,1,3.75,10
739,13308.0,United Kingdom,22,57,180.93,0
740,13309.0,United Kingdom,6,107,173.14,2
